10ClassKind,icd10Code,11ClassKind,icd11Code
category,P36.0,category,KA60
category,P36.1,category,KA61.Z
category,P36.2,category,KA60
category,P36.3,category,KA61.Z
category,P36.4,category,KA60
category,P36.5,category,KA61.Z
category,P36.8,category,KA60
category,P36.9,category,KA60
category,P37,category,KA6Z
category,P37.0,category,KA61.0
category,P37.1,category,KA64.0
category,P37.2,category,KA61.1
category,P37.3,category,KA64.1
category,P37.4,category,KA64.Z
category,P37.5,category,KA63.2
category,P37.8,category,KA65.4
category,P37.9,category,KA6Z
category,P38,category,KA65.1
category,P39,category,KA6Z
category,P39.0,category,KA65.3
category,P39.1,category,KA65.0
category,P39.2,category,KA6Z
category,P39.3,category,KA65.2
category,P39.4,category,EH1Z
category,P39.8,category,KA6Z
category,P39.9,category,KA6Z
block,P50-P61,category,KA8Z
category,P50,category,KA80.Z
category,P50.0,category,KA80.0
category,P50.1,category,KA80.1
category,P50.2,category,KA80.2
category,P50.3,category,KA80.3
category,P50.4,category,KA80.4
category,P50.5,category,KA80.5
category,P50.8,category,KA80.Z
category,P50.9,category,KA80.Z
category,P51,category,KA81
category,P51.0,category,KA81
category,P51.8,category,KA81
category,P51.9,category,KA81
category,P52,category,KA82.Z
category,P52.0,category,KA82.0
category,P52.1,category,KA82.1
category,P52.2,category,KA82.2
category,P52.3,category,KA82.Z
category,P52.4,category,KA82.4
category,P52.5,category,KA82.5
category,P52.6,category,KA82.6
category,P52.8,category,KA82.Z
category,P52.9,category,KA82.Z
category,P53,category,KA8F.0
category,P54,category,KA83
category,P54.0,category,KA83.0
category,P54.1,category,KA83.2
category,P54.1,category,KA83.1
category,P54.2,category,KA83.2
category,P54.3,category,KA83.1
category,P54.4,category,KA83.4
category,P54.5,category,KA83.8
category,P54.6,category,KA83.9
category,P54.8,category,KA83
category,P54.9,category,KA83
category,P55,category,KA84.Z
category,P55.0,category,KA84.0
category,P55.1,category,KA84.2
category,P55.8,category,KA84.Z
category,P55.9,category,KA84.Z
category,P56,category,KA85.Z
category,P56.0,category,KA85.0
category,P56.9,category,KA85.Z
category,P57,category,KA86
category,P57.0,category,KA86
category,P57.8,category,KA86
category,P57.9,category,KA86
category,P58,category,KA87.Z
category,P58.0,category,KA87.Z
category,P58.1,category,KA87.Z
category,P58.2,category,KA6Z
category,P58.3,category,KA87.Z
category,P58.4,category,KA87.Z
category,P58.5,category,KA87.0
category,P58.8,category,KA87.Z
category,P58.9,category,KA87.Z
category,P59,category,KA87.Z
category,P59.0,category,KA87.Z
category,P59.1,category,KA87.Z
category,P59.2,category,KA87.Z
category,P59.3,category,KA87.2
category,P59.8,category,KA87.Z
category,P59.9,category,KA87.Z
category,P60,category,KA88
category,P61,category,KA89.Z
category,P61,category,KA8A.Z
category,P61,category,KA8B
category,P61,category,KA8C
category,P61,category,KA8Z
category,P61,category,KA8D
category,P61.0,category,KA89.Z
category,P61.1,category,KA8A.Z
category,P61.2,category,KA8B
category,P61.3,category,KA8C
category,P61.4,category,KA8Z
category,P61.5,category,KA8D
category,P61.6,category,KA8Z
category,P61.8,category,KA8Z
category,P61.9,category,KA8Z
block,P70-P74,category,KB6Z
category,P70,category,KB60.Z
category,P70.0,category,KB60.0
category,P70.1,category,KB60.1
category,P70.2,category,KB60.2Z
category,P70.3,category,KB60.4Z
category,P70.4,category,KB60.4Z
category,P70.8,category,KB60.Z
category,P70.9,category,KB60.Z
category,P71,category,KB61.Z
category,P71.0,category,KB61.2
category,P71.1,category,KB61.2
category,P71.2,category,KB61.0
category,P71.3,category,KB61.1
category,P71.4,category,KB64
category,P71.8,category,KB61.Z
category,P71.9,category,KB61.Z
category,P72,category,KB62.Z
category,P72.0,category,KB62.Z
category,P72.1,category,KB62.0
category,P72.2,category,KB62.1
category,P72.8,category,KB62.Z
category,P72.9,category,KB62.Z
category,P74,category,KB63
category,P74.0,category,KB63.0
category,P74.1,category,KB63.1
category,P74.2,category,KB63.2Z
category,P74.3,category,KB63.3Z
category,P74.4,category,KB63
category,P74.5,category,KB63.4
category,P74.8,category,KB63
category,P74.9,category,KB63
block,P75-P78,category,KB8Z
category,P75,category,CA25.0
category,P76,category,KB87.Z
category,P76.0,category,KB87.1
category,P76.1,category,KB87.3
category,P76.2,category,KB87.0
category,P76.8,category,KB87.Z
category,P76.9,category,KB87.Z
category,P77,category,KB88.Z
category,P78,category,KB81.0
category,P78,category,KB80
category,P78.0,category,KB86.Z
category,P78.1,category,KB8B
category,P78.2,category,KB8A
category,P78.3,category,KB8C
category,P78.8,category,KB81.0
category,P78.8,category,KB80
category,P78.9,category,KB81.0
category,P78.9,category,KB80
block,P80-P83,category,KC9Z
block,P80-P83,category,KD1Z
category,P80,category,KD12.Z
category,P80.0,category,KD12.0
category,P80.8,category,KD12.Z
category,P80.9,category,KD12.Z
category,P81,category,KD1Z
category,P81.0,category,KD10
category,P81.8,category,KD1Z
category,P81.9,category,KD1Z
category,P83,category,KC9Z
category,P83.0,category,KC22.2
category,P83.1,category,KC21.1
category,P83.2,category,KC41.1
category,P83.3,category,KC41
category,P83.4,category,KC41.0
category,P83.5,category,KC00
category,P83.6,category,KC20.1
category,P83.8,category,KC22.0
category,P83.8,category,KC22
category,P83.9,category,KC9Z
block,P90-P96,block,
category,P90,category,KB06
category,P91,category,KB0Z
category,P91.0,category,KB00.Z
category,P91.1,category,KB01
category,P91.2,category,KB02
category,P91.3,category,KB03
category,P91.4,category,KB03
category,P91.5,category,KB03
category,P91.6,category,KB04
category,P91.7,category,8D64.02
category,P91.8,category,KB0Z
category,P91.9,category,KB0Z
category,P92,category,KD32.Z
category,P92.0,category,KD3C.Z
category,P92.1,category,DD93.0
category,P92.2,category,KD32.0
category,P92.3,category,KD32.1
category,P92.4,category,KD32.2
category,P92.5,category,KD32.3
category,P92.8,category,KD32.Z
category,P92.9,category,KD32.Z
category,P93,category,KD34
category,P94,category,KB08.Z
category,P94.0,category,KB08.0
category,P94.1,category,KB08.1
category,P94.2,category,KB08.2
category,P94.8,category,KB08.Z
category,P94.9,category,KB08.Z
category,P95,category,KD3B.Z
category,P96,block,
category,P96.0,category,KC01
category,P96.1,category,KD35
category,P96.2,category,KD36
category,P96.3,category,KD31
category,P96.4,category,KD3A
category,P96.5,category,KD39.Z
category,P96.8,block,
category,P96.9,block,
chapter,XVII,category,LD9Z
block,Q00-Q07,category,LA0Z
category,Q00,category,LA00.Z
category,Q00.0,category,LA00.0Z
category,Q00.1,category,LA00.00
category,Q00.2,category,LA00.1
category,Q01,category,LA01
category,Q01.0,category,LA01
category,Q01.1,category,LA01
category,Q01.2,category,LA01
category,Q01.8,category,8D60.0
category,Q01.9,category,LA01
category,Q02,category,LA05.0
category,Q02,category,LD20.2
category,Q03,category,LA04.Z
category,Q03.0,category,LA04.0
category,Q03.1,category,LA06.0
category,Q03.8,category,LA04.Z
category,Q03.9,category,LA04.Z
category,Q04,category,LA0Z
category,Q04.0,category,LA05.3
category,Q04.1,category,LA05.4
category,Q04.2,category,LA05.2
category,Q04.2,category,LD20.3
category,Q04.3,category,LD20.1
category,Q04.3,category,LA0Z
category,Q04.3,category,LD20.00
category,Q04.3,category,LD20.01
category,Q04.4,category,5A61.0
category,Q04.5,category,LA05.1
category,Q04.6,category,LA05.7
category,Q04.8,category,LA0Z
category,Q04.8,category,LD20.4
category,Q04.8,category,LD20.0Z
category,Q04.9,category,LA0Z
category,Q05,category,LA02.Z
category,Q05.0,category,LA02.00
category,Q05.1,category,LA02.00
category,Q05.2,category,LA02.00
category,Q05.3,category,LA02.Z
category,Q05.4,category,LA02.Z
category,Q05.5,category,LA02.1
category,Q05.6,category,LA02.1
category,Q05.7,category,LA02.1
category,Q05.8,category,LA02.Z
category,Q05.9,category,LA02.Z
category,Q06,category,LA07.Z
category,Q06.0,category,LA07.2
category,Q06.1,category,LA07.Z
category,Q06.2,category,LA07.1
category,Q06.3,category,LA07.Z
category,Q06.4,category,LA07.3
category,Q06.8,category,LA07.Z
category,Q06.9,category,LA07.Z
category,Q07,category,LA03
category,Q07,category,LA0Z
category,Q07.0,category,LA03
category,Q07.8,category,LA0Z
category,Q07.9,category,LA0Z
block,Q10-Q18,category,LA2Z
block,Q10-Q18,category,LA6Z
block,Q10-Q18,category,LA5Z
block,Q10-Q18,category,LA1Z
category,Q10,category,LA14.Z
category,Q10.0,category,LA14.04
category,Q10.1,category,LA14.03
category,Q10.2,category,LA14.02
category,Q10.3,category,9A00.Z
category,Q10.4,category,LA14.11
category,Q10.5,category,LA14.14
category,Q10.6,category,LA14.Z
category,Q10.7,category,LA14.2
category,Q11,category,LA10.Z
category,Q11.0,category,LA10.2
category,Q11.1,category,LA10.1
category,Q11.2,category,LA10.0
category,Q11.2,category,LD21.0
category,Q11.3,category,LA10.3
category,Q12,category,LA12.Z
category,Q12.0,category,LA12.1
category,Q12.1,category,LA12.Z
category,Q12.2,category,LA12.0
category,Q12.3,category,LA12.2
category,Q12.4,category,LA12.3
category,Q12.8,category,LA12.Z
category,Q12.9,category,LA12.Z
category,Q13,category,LA11.Z
category,Q13,block,
category,Q13.0,category,LA11.4
category,Q13.1,category,LA11.3
category,Q13.2,category,LA11.Z
category,Q13.2,block,
category,Q13.3,category,LA11.5
category,Q13.4,category,LA11.Z
category,Q13.4,block,
category,Q13.5,category,LA11.0
category,Q13.8,category,LA11.Z
category,Q13.8,block,
category,Q13.9,category,LA11.Z
category,Q13.9,block,
category,Q14,category,LA13.Z
category,Q14.0,category,LA13.0
category,Q14.1,category,LA13.3
category,Q14.2,category,LA13.7Z
category,Q14.3,category,LA13.6
category,Q14.8,category,LA13.Z
category,Q14.9,category,LA13.Z
category,Q15,category,LA1Z
category,Q15.0,category,9C61.4Z
category,Q15.8,category,LA1Z
category,Q15.8,block,
category,Q15.8,category,LA12.Z
category,Q15.8,category,9A00.0
category,Q15.8,category,9A00.1
category,Q15.8,category,LA14.0
category,Q15.9,category,LA1Z
category,Q15.9,category,LD21.Z
category,Q16,category,LA22.Z
category,Q16.0,category,LA22.1
category,Q16.1,category,LA22.2
category,Q16.2,category,LA20
category,Q16.3,category,LA22.3
category,Q16.4,category,LA22.Z
category,Q16.5,category,LA22.4
category,Q16.9,category,LA22.Z
category,Q17,category,LA24
category,Q17,category,LA21.0
category,Q17,category,LA22.0
category,Q17,category,LA21.3
category,Q17,category,LA21.2
category,Q17,category,LA21.1
category,Q17,category,LA2Z
category,Q17.0,category,LA24
category,Q17.1,category,LA21.0
category,Q17.2,category,LA22.0
category,Q17.3,category,LA21.3
category,Q17.4,category,LA21.2
category,Q17.5,category,LA21.1
category,Q17.8,category,LA2Z
category,Q17.9,category,LA2Z
category,Q18,category,LD0Z
category,Q18.0,category,LA6Z
category,Q18.1,category,LA21
category,Q18.2,category,LA6Z
category,Q18.3,category,LA60
category,Q18.4,category,LA31.3
category,Q18.5,category,LA31.4
category,Q18.6,category,LA53
category,Q18.7,category,LA54
category,Q18.8,category,LD0Z
category,Q18.8,category,LA51
category,Q18.9,category,LD0Z
block,Q20-Q28,block,
category,Q20,category,LA8Z
category,Q20.0,category,LA85.4Z
category,Q20.1,category,LA85.2Z
category,Q20.2,category,LA85.3
category,Q20.3,category,LA85.1
category,Q20.4,category,LA89.0
category,Q20.5,category,LA85.0
category,Q20.6,category,LA8Z
category,Q20.8,category,LA8Z
category,Q20.8,category,LA88.Z
category,Q20.8,category,LA88.0
category,Q20.8,category,LA8A.5
category,Q20.8,category,LA8F
category,Q20.8,category,LA81
category,Q20.8,category,LA8A.Z
category,Q20.8,category,LA8G.Z
category,Q20.8,category,LA88.3
category,Q20.8,category,LA85.Z
category,Q20.8,category,LA8E.3
category,Q20.8,category,LA88.1
category,Q20.9,category,LA88.Z
category,Q20.9,category,LA8Z
category,Q20.9,category,LA89.Z
category,Q21,category,LA8Z
category,Q21.0,category,LA88.Z
category,Q21.1,category,LA8E.0
category,Q21.1,category,LA8E.1
category,Q21.1,category,LA8E.2
category,Q21.2,category,LA87.20
category,Q21.3,category,LA88.2Z
category,Q21.4,category,LA8B.0
category,Q21.8,category,LA8Z
category,Q21.8,category,LA8E.Z
category,Q21.9,category,LA8E.Z
category,Q21.9,category,LA88.Z
category,Q21.9,category,LA8Z
category,Q22,category,LA8A.0Z
category,Q22,category,LA87.0Z
category,Q22.0,category,LA8A.1Z
category,Q22.1,category,LA8A.00
category,Q22.2,category,LA8A.01
category,Q22.3,category,LA87.Z
category,Q22.4,category,LA87.01
category,Q22.4,category,LA89.1
category,Q22.5,category,LA87.03
category,Q22.6,category,LA8Z
category,Q22.8,category,LA87.Z
category,Q22.9,category,LA87.Z
category,Q23,category,LA8A.2Z
category,Q23,category,LA87.1Z
category,Q23.0,category,LA8A.20
category,Q23.1,category,LA8A.21
category,Q23.2,category,LA87.11
category,Q23.2,category,LA89.2
category,Q23.3,category,LA87.10
category,Q23.4,category,LA89.3
category,Q23.8,category,LA87.Z
category,Q23.8,category,LA8A.2Z
category,Q23.9,category,LA87.Z
category,Q24,category,LA8Z
category,Q24.0,category,LA80.1
category,Q24.1,category,LA80.0
category,Q24.2,category,LA8F
category,Q24.2,category,LA8G.0
category,Q24.3,category,LA8A.6
category,Q24.4,category,LA8A.5
category,Q24.5,category,LA8C.Z
category,Q24.6,category,LA8Z
category,Q24.8,category,LA8Z
category,Q24.8,category,LA8D
category,Q24.8,category,LA80.3
category,Q24.9,category,LA8Z
category,Q25,category,LA8B.Z
category,Q25.0,category,LA8B.4
category,Q25.1,category,LA8B.21
category,Q25.2,category,LA8B.21
category,Q25.3,category,LA8A.3
category,Q25.4,category,LA8B.2Z
category,Q25.4,category,LA8A.4
category,Q25.5,category,LA8A.1Z
category,Q25.6,category,LA8B.1
category,Q25.7,category,LA8B.1
category,Q25.8,category,LA8B.Z
category,Q25.8,category,LA8Z
category,Q25.9,category,LA8B.Z
category,Q26,category,LA86.Z
category,Q26.0,category,LA86.Z
category,Q26.1,category,LA86.0
category,Q26.2,category,LA86.20
category,Q26.3,category,LA86.21
category,Q26.4,category,LA86.2Z
category,Q26.5,category,LA90.21
category,Q26.6,category,LA90.30
category,Q26.8,category,LA86.Z
category,Q26.9,category,LA86.Z
category,Q27,category,LA90.Z
category,Q27.0,category,LB03.1
category,Q27.1,category,LA90.40
category,Q27.2,category,LA90.Z
category,Q27.3,category,LA90.3Z
category,Q27.4,category,LC52
category,Q27.8,category,LB03.Z
category,Q27.8,category,LC51
category,Q27.9,category,LA90.Z
category,Q28,category,LA9Z
category,Q28.0,category,LA90.31
category,Q28.1,category,LA90.41
category,Q28.2,category,8B22.40
category,Q28.3,category,LA90.42
category,Q28.8,category,LA90.Z
category,Q28.9,category,LA90.Z
category,Q28.9,category,LD23
block,Q30-Q34,category,LA7Z
category,Q30,category,LA70.Z
category,Q30.0,category,LA70.2
category,Q30.1,category,LA70.0
category,Q30.2,category,LA70.1
category,Q30.3,category,LA70.3
category,Q30.8,category,LA70.Z
category,Q30.9,category,LA70.Z
category,Q31,category,LA71.Z
category,Q31.0,category,LA71.Z
category,Q31.1,category,LA71.3
category,Q31.2,category,LA71.2
category,Q31.3,category,LA71.1
category,Q31.5,category,LA71.0
category,Q31.8,category,LA72
category,Q31.9,category,LA71.Z
category,Q32,category,LA74.Z
category,Q32,category,LA73.Z
category,Q32.0,category,LA73.1
category,Q32.1,category,LA73.Z
category,Q32.2,category,LA74.1
category,Q32.3,category,LA74.0
category,Q32.4,category,LA74.Z
category,Q33,category,LA75.Z
category,Q33.0,category,LA75.4
